caption,topic
You're not getting out of my trap alive!,-1
Checkmate! You can't get out of that one.,-1
"Checkmate, Matey Mate Mate I hope",3
Carlsen: Double or quits is double or quits ! Now give me that robe Grim Reaper.,46
And then we swept the confetti into recycling bins….,-1
You should've known that this stuff doesn't mean nothing no more since Y'all got whipped at it by that little calculator of yours...,-1
You took me out with that move. But now it,-1
Mr.Grim Reaper you can want me all you want but here it is checkmate!,86
I call it Brett Versus The Grim Reaper Legendary Endgame Sacrifice.,36
There is no remorse like the remorse of chess; especially when you're cheating death.,2
Best deal with the devil I ever made.,44
"Really?  That's how it works?  ...Oh, I'ma be immortal!",60
I checkmated you mate don't give me the finger.,12
I TOLD you that I would kill you in chess! Checkmate!,2
HA! Go FISH!,-1
What the?!?!,57
"‘Try winning, been playing since I was alive’",4
Checkmate! Like to see how you get out of this . . .,-1
"Check mate!  I sentence you to a very long, unmarried life as a substitute teacher in a sleepy suburb.",3
Ha! “The Seventh Seal”: the director’s cut!,22
We're gonna have some great sex tonight!,-1
Ah hah- checkmate. Even without my glasses I still beat you!!,15
Shall we make the stakes on the rematch more....interesting?,59
"Come on, it's one out of trillions. Lighten up.",-1
Come see my gambit .,45
"Now who’s the reaper, boo-yah!",36
"See, Roy?  Sudden death's not for losers!",20
…check…mate! Who knew cheating death and cheating in chess go hand in hand,2
How often do you play chess here in Central Park?,2
i guess now I can still make my dinner date.,32
"You're right, mortal, game's over",51
"I WON. Please, please DIN’T EAT ME!",-1
Check- but let's put a hold on the Mate.,3
"You snooze, you lose!",1
You won’t be smiling when I’m done with you.,-1
"Ha, when you start with 4 queens I guess you can cheat death!",6
"Checkmate, ha! Now your moovve...Uh oh.",-1
your still coming with me,32
"This is your last move, my friend!",19
"No, no, no—I'm the one who says checkmate.",9
"Now, Do I get my selfie?:",14
A billion dollars AND immortality! And give Keith Richards another five years - he knew I could do it!,-1
Renewables vs. Dunkelflaute,16
"Wow! First, I dodged paying tax this year and now this?? Back to my megayacht to celebrate!!",5
"Checkmate?  You ain’t seen nuthin’ yet, pal.",9
that's why they called me Sisyphus,33
"Check and Mate, you Harry Potter wannabe",3
Maybe you'd be happier playing checkers.,56
"Aaaand checkmate. I'll go get the papers to renew your car's extended warranty, and then you can drag me to Hell like we agreed.",70
Now that’s what I call a murder.,-1
"This is grim, but I shall be the Reaper.",36
"Come closer and listen up. I don't think you want to do that right now. You still want my support for this fall, don't you?",-1
"Trick is, get them when they least expect you.",-1
Think Queen's Gambit meets The Big Lebowski meets Top Gun Maverick!,24
Beat you at your own game with en passant!,75
. Come on Kim you can't wear the same Balenciaga dress for eternity!,14
Your game hasn't improved in decades--being spooky just doesn't cut it!,29
"Look, my rook was there, now it's here, checkmate.  You can't cheat death, right?  Game over!",78
Checkmate! I get the Cloak of Invisibility!,14
"Just who do
You think you are?",-1
"I never loose. You will regret this.
-Grim Reaper, Chess Champ in Hell",2
Ha! Checkmate. Just when you thought you had me dead in the water!,11
"You may have cheated me this time, but you’re still going to lose your election.",0
I call this move the grim gambit,45
I've been dying to beat you!,34
Let me just get those bishops out of your way.,28
"this time I won so I'll take you to earth with me ...""
""no please let me go back to hell nooooooooo",-1
so they said you cant' cheat death?!,0
Seems like you are not taking this queen either,6
"Legend of frontal lobe, checkmate!",-1
Checkmate! Now take off the cloak you big weirdo.,14
"Darn, guess we got ourselves a dead position.",-1
I can’t possibly abort this!,-1
My endgame's a lifesaver again!,10
"Sorry mate, I have a zoom call to attend",3
not today !!! I need to run-you did say best two out three ?,13
C’mon! You must know better than anyone else that kings aren’t immortal”,7
Kings to me!! Some would say I killed it you know.,7
I can see how you got here,1
"Ha ha, I bet you AGAIN, Death!",-1
"Take that, Justice Alito!",66
Move of a lifetime... albeit a short one.,8
"Rather than ""come this way"", let's call it a tie.",67
"After a series of inept wins, Brad's soaring confidence received a much-needed reality check when he called out for ANYONE in his Chess Meet-Up Group"" to try to beat him.",31
Harold’s last chess game was successfully playing The Bongcloud Opening against death.,2
Credit card mate. I don't accept checks.,3
"Before I take you for that move, bro, I just wanted you to know that also got these threads at Bonobos.",25
"The last person to cheat me this much was Betty White, and look what happened to her” -Grim Reape",0
Checkmate! Now what do you want to do?,39
"Hey Nasdaq, I just shorted you!",18
"YOu may have my number, but I'm on your Antonius Block",-1
"If it's speed chess, where's the time clock?",2
"Gotcha! Alright a deal's a deal, go ask RBG if it was worth it and report back. Daddy's gonna trend on twitter.",63
"You're about to beat yourself to death.""

Joel Bartow, Parkland, F",34
You're not using your gray matter.,27
"I put in my 10,000 hours and more. Did you?",18
Ha! I guess you didn't know I go to the Beekman Theatre.,49
Ha! keep boasting; it will make the ending straightforward.,10
Checkmate! Take a holiday GR!,39
"Instead of you taking lives,I will!",-1
"check mate!""
""best two out of three?",13
Checkmate! I could see right through your defense.,-1
William was delighted to discover that you can indeed cheat death.,0
Woody Allen beat you at Gin and I beat you at Chess!,2
"Sometimes, even drugs beat death.",21
"Your move, Death.",8
„Poets World Chess Championship: SEMI-FINALS”,2
"Fine move, I’ll see you tonight at the final in Samarra",85
"Take the knight,leave the Queen for me.",33
And I did it without cheating!,0
So now you won’t come for my Monstera?,32
Ryuk to King's 6 and checkmate!,80
MMM- Let's see how your end game holds up!,10
"Checkmate, you stupid, bony bitch!",15
How about best of 7?,13
Ah ha! Now you know what it’s like to be totally boxed in.”,-1
"Well well Mr. Death, it's my day, I'll live a lot Longer, go away!!",-1
Check!  See you again the next time the Mets win the Series!,3
MY investments just saved YOUR job!,5
The ultimate checkmate!,-1
"Samuel Alito as reaper 
Brett Kavanaugh as chess player 

Alito to Brett: Come closer son. Let me show you a trick or two.",66
You lose big guy....and I'll bet that's a first...,1
"Checkmate, sucka! Who's laughing now?",71
AHA a deal’s a deal—YOU have to experience how hard life is here,63
Ha Ha! I win. Nothing you can do about it.,1
"Death, be not proud.  Checkmate!",81
So. That was fun. And you thought I said ‘fun-eral’. My bad!,-1
You know I have never played before right?,4
Double or eternal nothingness?,46
"Checkmate, now I get YOUR soul. ""You won't like it. I already claimed your 2 ex's"".   Arrrrg!",41
"Checkmate! Hahaha!""
""Perhaps you would like to rethink that...",-1
You can't have a do-over if I can't have a do-over.”,51
Checkmate! Now you have to end COVID. That was our deal.,17
"Checkmate!  You never stood a chance, I was dead inside the whole time!",11
Sorry your Paleo diet didn't work out.  But no mercy.  Mate!,47
"If you every say anything bad about Shrek again, I want you out of my life. You hear me?",-1
I knew you were just human,69
Do you really want to win that bad?,1
"Reap that one, Mr. Grim!",29
"Looks like you'll be staying in my guest room until this tine next year. The neighbors will be thrilled,",32
CHECKMATE BLM .. 990 form disclosures is a white man's game ♟️♟️,3
"Sorry dude, this is Seventh Seal re-mix 2022!",22
"I don't know how to tell you this, but you moved my piece again.",84
"Don’t be embarrassed, you’ll die better next time.",-1
Oh yeah??,57
I’ll have the last laugh,71
"Your king is dead, long live my king!",7
"What? Where?” “There, diagonally!",-1
"My dear, I decidedly dare to declare a deft death defying deed.",-1
"If you had castled sooner, you would’ve lived longer",-1
You should have sacrificed a pawn!,48
And here I thought I needed all three Deathly Hallows in order to beat death.,21
Next time we play The Game of Life.,4
How do you like them bones!,76
What did you mean by death match?,20
Take your sudden death rules and  check.,20
"Ha, checkmate! Now you have to let me into the afterworld! Hopefully it's in a better state than this one...",-1
Checkmat...AND sudden death.,11
Go ahead and take your king back with you,7
"Hmmm, I'll override your Check with a Mate",3
I'm gonna role the dice on this whole vaccination thing,17
"Death,thou shalt die!",-1
Checkmate!  You owe me your soul!,41
Guess what? You’re the one who’s dead!,54
"You can beat death in chess, sometimes.",2
Three good deeds you swore to deliver!!,13
"Hah!  Didn't see that comong, did you?
That, my friend, is the Bergman Knight Finish!",16
Do I still get nasal hair?,55
Billy exclaimed joyously about his win and offered Mandy in return for the queen!,6
Check mate -- and you're dead!,3
"Now that I've got you in checkmate, there's nothing you can do!",39
Don't too excited... there's four knights not four horsemen.,-1
"Come here so that I can give you a little snip, if the government is controlling women’s bodies I need to even the playing field",58
It's a Queen's Gambit; try to top that?,24
"Now Mr Smarty Pants,the scythe is on the other sandal",30
"Next time, stick to Twister.",0
I can has cheezburger!,32
Checkmate! Now take off the hood.,14
See! Side by side It looks just like a bishop piece!,28
Bet you're sorry you took that poisoned pawn.,48
"Stalemate, Oh, stale mate!!!",-1
You are cheating! My move!,-1
That’s mate! You remember the agreement. Here’s the address.,3
"I beat you, Death! Now leave me and let me enjoy my Syphilis.",-1
Don't you remember what happened in The Seventh Seal?,22
"I wouldn't try to cheat death!""

Cal Bellamy, Munster, I",0
"Checkmate!  Now, as we agreed, throw me your scythe.",30
Well played Davey!!! Now let me see those high five!!!,36
I feel I’ve seen this before in a Swedish film.,49
Fine you win! I will see you tomorrow,-1
It says it in the Bible to C7,22
"That’s check mate, but given the state of the world, I’ll play you two outta three.",23
