,caption,topic,aggregated_theme
50527,when cia quizzed the flintstones in stone-gate scandal,19,Nature
39188,she says brimstone’s next.,19,Nature
27567,stone finally unloads all!,19,Nature
27571,"sorry, i couldn't hear anything you told me. that huge stone doesn't stop distracting me.",19,Nature
50240,"so this is what they meant by ""character house with exposed stone walls"".",19,Nature
27504,"i believe the court-ordered therapy is going  quite well, mister stone",19,Nature
18145,this is the authentic blarney stone.,19,Nature
48749,...more like stone-unhenged.,19,Nature
48753,i call it stone mange.,19,Nature
18154,i’m studying to see whether sitting on a cold stone causes piles.,19,Nature
2612,"sire, i think it would have been safer to have left it in the stone.",19,Nature
48739,i a-stone-ishingly made it.,19,Nature
48733,"you know, i could just pull the center stone.",19,Nature
48720,"if you hadn't burned the plans, i'd know where to place the next stone, but you did invent fire",19,Nature
48722,"but the stone on the seventh row, three stones over, is the wrong shade of grey!",19,Nature
29925,they got a great deal on the stone crows wedding package.,19,Nature
896,my wife said that if she dropped a stone it would solve all our marriage problems,19,Nature
29975,who's going to break the stone...?,19,Nature
29526,i hope the stone carver is getting all this.,19,Nature
15873,"for the last time, a petroglyph is carved into stone while a pictograph is painted on it.",19,Nature
48693,not to worry. you're only a stone's throw away.,19,Nature
39327,i think it's the stone's song gimme shelter.,19,Nature
2640,the giant stone was backordered,19,Nature
48700,it’s a new platform for working remotely. i call it stone hinge.,19,Nature
48688,can you hand me the stone to your right please?,19,Nature
48690,you've put on a few stone,19,Nature
18287,"as soon as i pay the 12 stone penalty, i’ll get my wagon back",19,Nature
18306,"doctor stone, your always dragging your work home with you.",19,Nature
2643,the stone will be delivered next week,19,Nature
48680,"sorry, but i need that stone on the bottom,
the seventh one down from where you're standing...",19,Nature
48685,could you bring up that stone on your right?,19,Nature
48673,"if you promise not to leave the toilet seat up again, i will not pull a stone out from the bottom of the pile!",19,Nature
18902,carved in stone,19,Nature
18906,it's permanent paint that lasts for ages no need to carve in stone !,19,Nature
48675,"isosceles, get down right now from that stone.",19,Nature
48653,i've got one word for you. stone. there's a great future in stone.,19,Nature
48654,which one is my baking stone?,19,Nature
48656,"c'mon up, it's only a stone's throw away!",19,Nature
48645,"''so, you just walk up and down?''
""yes. i call it the stone master.""",19,Nature
48650,no more stone-walling! is that a yes or a no,19,Nature
14183,"it's not written in stone, but it's a good rule of thumb.",19,Nature
14166,"it's not written in stone, but you might want to put this on.",19,Nature
781,"what the? i ordered a scone, not a stone.",19,Nature
18885,i only work in stone.,19,Nature
48640,i’ve always wanted to live in a brown stone walk-up.,19,Nature
18528,and lot's wife turned into a stone for the wall,19,Nature
14923,"we have enough accountants, set the clone machine for stone cold killers.",19,Nature
50271,we always serve it stone cold.,19,Nature
50257,i touched the outlander stone and here i am.,19,Nature
33402,"sorry, i know you were hoping for those stone lions but there were none left",19,Nature
14233,tell them it would be ten suggestions if it weren't already etched in stone. and here--try not to look so authoritarian.,19,Nature
23679,i promise to no longer be stone-faced in our relationship,19,Nature
23649,when you hold me like that i just can't keep pretending i'm made of stone.,19,Nature
23632,so that's what happened to stone phillips!,19,Nature
23589,what's with the stone face?,19,Nature
23591,have you ever tried talking to a stone?,19,Nature
2739,how did you get that out of the stone?,19,Nature
23583,"honey, i’m stone.",19,Nature
23560,"dont touch me, i'll turn to stone!",19,Nature
2748,"where's your sling and stone now? your old pal, g.",19,Nature
23546,"ramona, stop stone walling me!",19,Nature
23547,let this be a lesson...never stone-wall.,19,Nature
48485,"i agree, captain, it is a lovely stone façade.
 now if you would look a little to the left.",19,Nature
40517,i guess my mom knows we’re stoned,19,Nature
23519,i told you not to butt your head against a stone wall.,19,Nature
23505,"all in all, i'm just another stone in the wall",19,Nature
18767,"it's a free interpretation of your stature. nothing is written in stone, you know.",19,Nature
926,"yeah, i just live a stone's throw from here.",19,Nature
50289,this isn't 345 cave stone road?,19,Nature
40837,"paper, scissors, stone?",19,Nature
18788,"yes, it is cast in stone.",19,Nature
18793,"theoretically, nothing is set in stone.",19,Nature
18801,they say that the stone adds 1000 pounds.,19,Nature
23335,i’m a stopping stone.,19,Nature
18812,it's stone on wall. we have to go to grog's studio to do oil on canvas!,19,Nature
3732,"myrtle, fred says the stone wheel is almost ready for prime time!",19,Nature
53262,there's your problem...looks like she's about two condiments low.,20,Food
53063,i understand it gives you gas. but your bun is dry and the mustard is beginning to look like stone ground.,20,Food
53064,she’s about a quart low on pickle relish.,20,Food
53065,"yea, she's a little low on mustard but the relish level is ok",20,Food
52887,"your mustard is down a quart, lady.",20,Food
53270,"you’re low on ketchup, lady.",20,Food
53285,"fill her up ...
gasoline for the bread roll , and mustard for the sausage...",20,Food
53287,she's low on mustard so i topped her up.,20,Food
53288,"unfortunately someone put dijon in her.  
the manual clearly states yellow.",20,Food
53293,"she gets 25 mpg on yellow, 23 using dijon and 22 on the honey mustard blend but it’s better for the environment!",20,Food
53020,"well, madam, you shouldn't have asked for ketchup.",20,Food
53021,looks like she's low on regular octane with mustard and souerkraut!,20,Food
53160,it's as i thought. you forgot to add the mustard and now she's seized right up.,20,Food
53159,if you want high octane fill her up with dijon and sauerkraut .,20,Food
52830,"this is new york, ma’am, it only takes mustard.",20,Food
52833,"grey poupon?  well princess, french’s has always worked just fine for folks around here.",20,Food
53168,lady when was the last time you added mustard to your ride?,20,Food
53169,"now, ma’am, did you say you filled ‘er up with ketchup or catsup? ‘cos that’s your problem right there.",20,Food
53170,stay off the mustard for the next few days and she will be fine.,20,Food
53172,just as i was afraid of ma’am — you’re outta ketchup.,20,Food
53143,"i see too much mayonnaise, madam",20,Food
53147,"according to this, we get 1 mile/gallon on ketchup, 2 mi/gal for mayo, 5 mi/gal for mustard, and a whopping 7 mi/gal on spicy salsa.  what did you say your out of",20,Food
53150,"your down a quart of mustard, lady. we got french’s, heinz, and plochman’s…but i recommend you spring for a little extra for that  grey poupon, ‘cause it’s dijon and all that.",20,Food
52915,"she's a bit low on oil and coolant, and could definitely use some condiments.",20,Food
53066,"you’re a quart low mrs. meyer,  would you like to try grey poupon this time?",20,Food
53068,i’m sorry to tell you ma’am...this ain’t mustard. it’s ketchup.,20,Food
53069,she’s special. you can’t just run any old domestic mustard through her.,20,Food
52865,"sure it’s mustard, but she still needs it changed every 3,000 miles.",20,Food
53164,madam it needs a little mustard.,20,Food
53166,"yep,she's running pretty low on mustard alright.",20,Food
52835,"lady, your condiments expired five years ago.",20,Food
52914,"using ketchup just ain’t kosher, lady.",20,Food
53028,"lady, are you using regular relish?
this baby needs that grazy green chicago relish",20,Food
52885,"you’re low on ketchup, mustard, and relish. want me to top her off with chopped onions?",20,Food
52844,you’re a little low on mustard ma’am.,20,Food
11176,"molly, have you changed pheromones?",20,Food
52867,"well ma’am, you’re a half-quart low on mustard and unfortunately, you’re not going to relish the cost to replace",20,Food
53178,"well she’s been burning oil at the mustard, but she produces gas all by herself so i’m gonna keep her.",20,Food
53179,"does this vehicle run on ketchup or mustard, ma’am?",20,Food
52926,"she's good on the mustard and relish, but could use a splash of catsup.",20,Food
53180,she's low on sauerkraut. do you take regular or bavarian?,20,Food
52989,"her relish is fine, but her mustard's starting to look a bit unprepared.",20,Food
52990,"oh yeah, this speed demon's got tons of mustard on her",20,Food
53129,"sorry ma’am, your 3 quarts low on mustard.",20,Food
52924,"sorry lady, but you're down a quart of mustard.",20,Food
53007,"well, there’s your problem. you filled her up with ketchup instead of mustard",20,Food
53011,": looks to me like you’ve been using the wrong mustard, ma’am.",20,Food
52984,"ma’am, you put mayo in the tank, not much we can do.",20,Food
43813,"alright girl, let's make it all gray, it'll start again.",20,Food
