Occupation,Job Zone,Code,Synonyms
supervisor dehydrogenation,,,"['supervisor dehydrogenation', 'supervisor dehydrogenations']"
supervisor delivery department,,,"['supervisor delivery department', 'supervisor delivery departments']"
supervisor delivery room,,,"['supervisor delivery room', 'supervisor delivery rooms']"
supervisor delivery,,,"['supervisor delivery', 'supervisor deliveries']"
supervisor dental laboratory,,,"['supervisor dental laboratory', 'supervisor dental laboratories']"
supervisor department,,,"['supervisor department', 'supervisor departments']"
supervisor department non retail sale,,,['supervisor department non retail sales']
supervisor department retail sale,,,['supervisor department retail sales']
supervisor desk clerks bowling or skating,,,"['supervisor desk clerks bowling or skating', 'supervisor desk clerks bowling or skatings']"
supervisor desk clerk,,,['supervisor desk clerks']
supervisor detasseling crew,,,"['supervisor detasseling crew', 'supervisor detasseling crews']"
supervisor detective,,,"['supervisor detective', 'supervisor detectives']"
supervisor dial,,,['supervisor dials']
supervisor diamond finishing,,,"['supervisor diamond finishing', 'supervisor diamond finishings']"
supervisor die casting,,,"['supervisor die casting', 'supervisor die castings']"
supervisor diet exc kitchen,,,"['supervisor diet exc kitchen', 'supervisor diet exc kitchens']"
supervisor diet kitchen,,,"['supervisor diet kitchen', 'supervisor diet kitchens']"
supervisor dike,,,"['supervisor dike', 'supervisor dikes']"
supervisor dimension warehouse,,,"['supervisor dimension warehouse', 'supervisor dimension warehouses']"
supervisor dining room,,,"['supervisor dining room', 'supervisor dining rooms']"
supervisor dispatcher police radio,,,"['supervisor dispatcher police radio', 'supervisor dispatcher police radios']"
supervisor dispatcher train,,,['supervisor dispatcher trains']
supervisor dispatcher trucks cab,,,['supervisor dispatcher trucks cabs']
supervisor dispatcher trucks bus,,,['supervisor dispatcher trucks buses']
supervisor distillery,,,"['supervisor distillery', 'supervisor distilleries']"
supervisor distilling department,,,"['supervisor distilling department', 'supervisor distilling departments']"
supervisor distribution,,,"['supervisor distribution', 'supervisor distributions']"
supervisor diversified crop,,,['supervisor diversified crops']
supervisor division,,,"['supervisor division', 'supervisor divisions']"
supervisor dock operation,,,['supervisor dock operations']
supervisor documentation,,,"['supervisor documentation', 'supervisor documentations']"
supervisor dog license officer,,,"['supervisor dog license officer', 'supervisor dog license officers']"
supervisor doping,,,"['supervisor doping', 'supervisor dopings']"
supervisor dormitory,,,"['supervisor dormitory', 'supervisor dormitories']"
supervisor drawing,,,"['supervisor drawing', 'supervisor drawings']"
supervisor drawing kiln,,,"['supervisor drawing kiln', 'supervisor drawing kilns']"
supervisor dredge operator,,,"['supervisor dredge operator', 'supervisor dredge operators']"
supervisor dried yeast,,,"['supervisor dried yeast', 'supervisor dried yeasts']"
supervisor driver,,,"['supervisor driver', 'supervisor drivers']"
supervisor dry cell assembly,,,"['supervisor dry cell assembly', 'supervisor dry cell assemblies']"
supervisor dry cleaning,,,"['supervisor dry cleaning', 'supervisor dry cleanings']"
supervisor dry paste,,,"['supervisor dry paste', 'supervisor dry pastes']"
supervisor dry starch,,,"['supervisor dry starch', 'supervisor dry starches']"
supervisor dry wall application,,,"['supervisor dry wall application', 'supervisor dry wall applications']"
supervisor drying,,,"['supervisor drying', 'supervisor dryings']"
supervisor dye house,,,"['supervisor dye house', 'supervisor dye houses']"
supervisor dyer,,,"['supervisor dyer', 'supervisor dyers']"
supervisor early childhood program,,,"['supervisor early childhood program', 'supervisor early childhood programs']"
supervisor edging,,,"['supervisor edging', 'supervisor edgings']"
supervisor education,,,"['supervisor education', 'supervisor educations']"
supervisor egg processing,,,"['supervisor egg processing', 'supervisor egg processings']"
supervisor electric motor repairing,,,"['supervisor electric motor repairing', 'supervisor electric motor repairings']"
supervisor electrical,,,"['supervisor electrical', 'supervisor electricals']"
supervisor electrical appliance servicer,,,"['supervisor electrical appliance servicer', 'supervisor electrical appliance servicers']"
supervisor electrical assembly,,,"['supervisor electrical assembly', 'supervisor electrical assemblies']"
supervisor electrical prospecting,,,"['supervisor electrical prospecting', 'supervisor electrical prospectings']"
supervisor electrical repair maintenance,,,"['supervisor electrical repair maintenance', 'supervisor electrical repair maintenances']"
supervisor electrician substation,,,"['supervisor electrician substation', 'supervisor electrician substations']"
supervisor electrician,,,"['supervisor electrician', 'supervisor electricians']"
supervisor electronic coil,,,['supervisor electronic coils']
supervisor electronic computer subassembly,,,"['supervisor electronic computer subassembly', 'supervisor electronic computer subassemblies']"
supervisor electronic systems maintenance,,,"['supervisor electronic systems maintenance', 'supervisor electronic systems maintenances']"
supervisor electronic,,,['supervisor electronics']
supervisor electrotyping,,,"['supervisor electrotyping', 'supervisor electrotypings']"
supervisor stereotyping,,,"['supervisor stereotyping', 'supervisor stereotypings']"
supervisor elevator,,,"['supervisor elevator', 'supervisor elevators']"
supervisor elevator constructor,,,"['supervisor elevator constructor', 'supervisor elevator constructors']"
supervisor embroidery,,,"['supervisor embroidery', 'supervisor embroideries']"
supervisor employee benefit,,,['supervisor employee benefits']
supervisor employment,,,"['supervisor employment', 'supervisor employments']"
supervisor endless track vehicle,,,"['supervisor endless track vehicle', 'supervisor endless track vehicles']"
supervisor engine assembly,,,"['supervisor engine assembly', 'supervisor engine assemblies']"
supervisor engine repair,,,"['supervisor engine repair', 'supervisor engine repairs']"
supervisor engine testing,,,"['supervisor engine testing', 'supervisor engine testings']"
supervisor engines road,,,"['supervisor engines road', 'supervisor engines roads']"
supervisor engraving,,,"['supervisor engraving', 'supervisor engravings']"
supervisor equipment maintenance,,,"['supervisor equipment maintenance', 'supervisor equipment maintenances']"
supervisor erection shop,,,"['supervisor erection shop', 'supervisor erection shops']"
supervisor ester,,,['supervisor esters']
supervisor emulsifier,,,['supervisor emulsifiers']
supervisor evaporator,,,"['supervisor evaporator', 'supervisor evaporators']"
supervisor excavating,,,"['supervisor excavating', 'supervisor excavatings']"
supervisor expedition,,,"['supervisor expedition', 'supervisor expeditions']"
supervisor explosive operator,,,"['supervisor explosive operator', 'supervisor explosive operators']"
supervisor extension service,,,"['supervisor extension service', 'supervisor extension services']"
supervisor extermination,,,"['supervisor extermination', 'supervisor exterminations']"
supervisor extruding department,,,"['supervisor extruding department', 'supervisor extruding departments']"
supervisor extrusion,,,"['supervisor extrusion', 'supervisor extrusions']"
supervisor fabric coating,,,"['supervisor fabric coating', 'supervisor fabric coatings']"
supervisor fabrication,,,"['supervisor fabrication', 'supervisor fabrications']"
supervisor facepiece line,,,"['supervisor facepiece line', 'supervisor facepiece lines']"
supervisor factory,,,"['supervisor factory', 'supervisor factories']"
supervisor farm,,,"['supervisor farm', 'supervisor farms']"
supervisor farm equipment maintenance,,,"['supervisor farm equipment maintenance', 'supervisor farm equipment maintenances']"
supervisor farm management,,,"['supervisor farm management', 'supervisor farm managements']"
supervisor fashion,,,"['supervisor fashion', 'supervisor fashions']"
supervisor fast food,,,"['supervisor fast food', 'supervisor fast foods']"
supervisor feed house,,,"['supervisor feed house', 'supervisor feed houses']"
supervisor feed mill,,,"['supervisor feed mill', 'supervisor feed mills']"
supervisor felling bucking,,,"['supervisor felling bucking', 'supervisor felling buckings']"
supervisor felt goods needle proces,,,"['supervisor felt goods needle process', 'supervisor felt goods needle proce']"
supervisor fence,,,"['supervisor fence', 'supervisor fences']"
supervisor fermenting cellar,,,['supervisor fermenting cellars']
supervisor ferry terminal,,,"['supervisor ferry terminal', 'supervisor ferry terminals']"
supervisor fertilizer,,,"['supervisor fertilizer', 'supervisor fertilizers']"
supervisor fiberglass boat assembly,,,"['supervisor fiberglass boat assembly', 'supervisor fiberglass boat assemblies']"
supervisor fiberglass pipe covering,,,"['supervisor fiberglass pipe covering', 'supervisor fiberglass pipe coverings']"
supervisor field assembly prefabricated home,,,['supervisor field assembly prefabricated homes']
supervisor field crop farming,,,"['supervisor field crop farming', 'supervisor field crop farmings']"
supervisor field pipe line,,,['supervisor field pipe lines']
supervisor field,,,"['supervisor field', 'supervisor fields']"
supervisor file,,,['supervisor files']
supervisor filing,,,"['supervisor filing', 'supervisor filings']"
supervisor polishing,,,"['supervisor polishing', 'supervisor polishings']"
supervisor film editor,,,"['supervisor film editor', 'supervisor film editors']"
supervisor film processing,,,"['supervisor film processing', 'supervisor film processings']"
supervisor film vault,,,"['supervisor film vault', 'supervisor film vaults']"
supervisor filter plant,,,"['supervisor filter plant', 'supervisor filter plants']"
supervisor filtration,,,"['supervisor filtration', 'supervisor filtrations']"
supervisor final assembly,,,"['supervisor final assembly', 'supervisor final assemblies']"
supervisor final packing,,,"['supervisor final packing', 'supervisor final packings']"
supervisor shipping,,,"['supervisor shipping', 'supervisor shippings']"
supervisor fire fighting,,,"['supervisor fire fighting', 'supervisor fire fightings']"
supervisor fire prevention,,,"['supervisor fire prevention', 'supervisor fire preventions']"
supervisor firearms assembly,,,"['supervisor firearms assembly', 'supervisor firearms assemblies']"
supervisor fireworks assembly,,,"['supervisor fireworks assembly', 'supervisor fireworks assemblies']"
