caption,topic
she really likes the animal planet channel,-1
she was cheaper than a coffee table.,110
she stuck her neck out and broke the glass ceiling,101
"we only have to feed her, the folks downstairs do the dirty work",9
i heard her pitch was too high-concept for downstairs.,-1
the guys downstairs asked me to stop feeding her.,-1
we're not letting your sister house sit for us any more,11
how come she always gets to choose the program?!,-1
you can tell it's a female by the eyelashes.,-1
"oh, i 'm okay with sharing the apartment.  she's not black, but she is african american.",56
she was just a little bit of a thing three years ago and now look at her. all grown up.,-1
i should have measured before buying her.,30
at least she stuck her neck out for us.,33
i didn't feel comfortable giving her our netflix password.,194
"she only wants to watch netflix with us,"" you said.  happy now",194
there's nothing we can do. she bought the air rights.,-1
"apparently, she needs it for emotional support.",-1
did you include internet in her share of the rent?,56
i said she could share our netflix account.,194
your mom has got to find her own place.,96
remember when she was younger and we could actually see the tv?,182
"i took her for ""walkies"" last time.",-1
"oh great. now she's blocking my view of the tv""",182
it’s not a glass ceiling but she broke through it!,101
do you think we’re spoiling her?,-1
guess that’s what she meant when she said the neighbor likes to pop in all the time...,-1
"and on weekends, she gets the giraffe and i get the hippo.",276
is it your turn to walk her or mine?,-1
i wonder who she is distancing from,-1
at least she's quieter than the last one.,-1
"so, you think she’ll get along with the elephant?",240
the deal we made with the old lady downstairs kinda makes our living room look avant-garde,-1
"sure, she doesn't scratch the furniture, but think of the rent money we could've saved.",-1
i just feel like her support giraffe is starting to come between us.,276
she just needs to stretch her neck once in a while.,33
she thinks we're hiding the alfalfa.,86
she’s working from home.,-1
she was a good head and shoulders above the others at the pet shop,10
let's name her protrudy!,-1
the neighbors below her have it even worse.,-1
"i’m happy to offer her the extra headroom, but she could at least have the decency to wear a mask.",97
her name is duplex,56
"melman, isn't gloria waiting for you at the central park zoo?",-1
"no worries, she leaves before the news",113
"see rose, this is what happens when you mess with the furniture",80
"not a thing we can do.
she founded the hoa.",-1
i told her she could stay up for one more episode.,-1
the animal planet episode had peggy questioning her parentage for the first time.,-1
i think the real estate agent told her about “30 ft. ceilings.”,101
she lost the duplex in the divorce settlement,7
"i like her better than anyone else in the co-op, but i can't keep buying houseplants.",-1
i think she adds a bit of contrast to our otherwise beatnik lifestyle!,43
"i know she likes being a city giraffe but if she gets any taller, we're going to have to get a farm upstate.",276
you were right.  a tv in her room would be easier.,182
"yes, we have to feed her, but the upside is that our downstairs neighbors have to do all the clean-up.",9
"look on the bright side. we only have to feed her. the folks downstairs, well, you know..",9
"i’ve had it with this crap. go get the cheetah, janet.",91
stella doesn't believe in social distancing.,211
she asked for more spontaneous and here it is.,-1
it was $500 cheaper karen.,6
she’s left over from an art installation that went horribly wrong.,168
"can you believe it? all this time we thought it was the old lady downstairs banging on the ceiling with a broom.""",-1
is she in the right neck of the woods?,33
who knew she would get so big?,85
she says the old neighbors were a pain in the neck.,33
she never midsses this program,-1
is that you amanda?,-1
i feel like she doesn't want to talk to us anymore.,-1
she just pops in to watch animal planet.,-1
"i am glad she is finally sticking her neck out, but we need to start that  open concept home build  quickly if we are going keep her.",33
"if we ditched the modern art and painted a life-size mural of the african plains on the wall, maybe she'd feel more at home.",168
yes she’s cute but i was happier when you and i were doing the necking around here.,33
"(whispers) “margaret...there’s human’s behind me again, isn’t there?”",77
"well karen, this might just be the most normal thing we’ve seen all year.",6
at least she’s social distancing.,211
she wasn't kidding when she said she takes in all kinds of rescue animals,-1
she pops up when rachel maddow is on tv.,305
she went to great lengths to get spotted.,-1
i thought 4f said she was getting a rhino.,-1
this way she can keep an eye on the kids for us.,111
well...now she can't move.,-1
"ok, i did tell her to stick her neck out.",33
she's always poking her head where it doesn't belong.,-1
it was a little easier when she was younger and didn't block the tv.,182
she's always sticking her neck in where it's not wanted,33
maybe if we give her our netflix password she'll go?,194
we share this duplex. she prefers the lower floor,56
her name is alice and she likes a nice kale salad,69
i guess she’s working from home too,-1
i’m still worried. the doctor said she’s in the 10 percentile of weight,-1
my aunt left it to me in her will. what was i supposed to do?,70
did she cut in front of us?,27
"judy, i think it may be time to pull the trigger on that coffee table.",110
at least she's quieter than the herd of elephants upstairs,240
stick your neck out they said.  and she’s the one who listened...,33
"sure we have to feed her, but our clean up is a lot easier than for the folks downstairs.",9
and when she grows up?,-1
i think she belongs to the zookeeper downstairs.”,-1
"when i said that i was okay with rescuing that giraffe i meant that she could live in the barn, not in the basement",276
not exactly what i had in mind when she asked to share our netflix...,194
"look on the bright side.  until they find her a home, the other end is in their apartment.",222
she gave us her hulu password.,194
at least she's not throwing loud parties every weekend like the last tenant.,-1
"we do have to feed her, but at least we live upstairs.",9
she's a lovely alternative to a coffee table.,110
"oh, that's mrs. romano from 2g, she grew up here.",71
"definitely a different genre, but i'm kind of warming up to her.",-1
she hasn’t even noticed our new abstract art.,168
how is she going to bend over?,-1
"when we adopted her 4 months ago from the shelter, they told us she was a tall dalmatian puppy! we love her but now she doesn’t fit in our apt! since you’re a veterinary therapist, what would you recommend?",10
